state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
UTTARAKHAND,PITHORGARH,BERINAAG,VOCALKATIYA,3,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,170000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,28,18,18,8,8,5,5,Yes,NA,NA,No,12,9.6,8.4,0,3.6,21.6,7,8,0,1,16,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,KIMKOT,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,150000,0,NA,NA,200000,150000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,22,22,14,14,6,6,3,3,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,2,2.2,0,0.5,4.7,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,BADET SANIGAON,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,450000,150000,0,NA,NA,450000,150000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,14,12,10,8,4,4,2,2,Yes,NA,NA,No,12,9.6,8.4,0,3.6,21.6,7,8,0,1.5,16.5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,RUDRAPUR SANI,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,32500,12500,1250,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,25,26,20,20,7,8,10,10,Yes,NA,NA,No,100,100,100,0,0,200,100,100,0,0,200,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,BADULI SERA,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,190000,0,NA,NA,200000,0,Temporarily Not in use,2,Breakdown of channels,NA,Other,Others,Others,5.8,20,18,15,10,4,3,2,2,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,2,2.2,0,0.3,4.5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,RAMNAGAR,SHANKARPUR BHOOL,2,NA,On-River,Govt. Owned,NA,NA,NA,During 2016-2017,200000,35000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,48,48,48,48,7,7,7,7,Yes,NA,NA,No,25,16,16,0,6.75,38.75,13,13,0,5,31,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,DWARIKHAL,CHAMSYUL,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1000000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,3,90,90,45,45,8,8,4,4,Yes,NA,NA,No,12,10,10,0,0,20,8,8,0,0,16,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,POKHRA,CHIMSLI DANG,2,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1000000,200000,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca),Others,Others,4,90,90,45,45,8,8,4,4,Yes,NA,NA,No,12,10,10,0,0,20,6,6,0,0,12,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,PABO,PALI,4,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,760000,300000,100000,NA,NA,0,0,In-Use,NA,NA,NA,Other, Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,5,5,0,1,11,5,3,0,1,9,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,PABO,DHUNKA,7,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,650000,100000,100000,NA,NA,0,0,Permanently Not in use,3,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,4,4,3,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,PABO,GWAL KHERA,5,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,540000,100000,0,NA,NA,0,0,Permanently Not in use,3,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,5,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,JOGURA,2,NA,On-Stream,Panchayat Owned,NA,NA,NA,During 2014-2015,24000,40000,0,NA,NA,0,0,Temporarily Not in use,1,Any other reason,NA,Other,Submersible pump,Electric,10,15,12,12,11,12,12,10,9,Yes,NA,NA,No,20,12,14,0,4,30,10,12,0,2,24,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,MUNSIYARI,SAILMALI,3,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,175000,0,NA,NA,200000,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,14,14,10,10,6,6,2,2,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,1,1.1,0,0.1,2.2,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PITHORGARH,KANALICHINA,BARMO,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,380000,100000,0,NA,NA,380000,100000,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,10,30,35,0,25,7,9,NA,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,GIWALI,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,150000,150000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,11.8,11.8,0,4,27.6,10,10,0,4,24,Yes,Less discharge in the well,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,LAMGARA,NAULI,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8.4,9.6,0.5,0,18.5,3,3.5,0.3,0,6.8,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,LAMGARA,SUWAL,3,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,4.2,4.8,0.3,0,9.3,2.4,2.8,0.2,0,5.4,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,DIDIHAT,LOHAR GAON,2,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NA,NA,NA,Up to 2013-2014,54100,0,0,NA,NA,54100,0,In-Use,NA,NA,NA,Other,Others,Others,2,10,15,2,5,6,7,1,2,Yes,NA,NA,No,8,4.8,5.6,0,1.6,12,4,4.8,0,0.8,9.6,No,NA,14,Upto 1/2,Rarely filled up,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,CHAMU,5,NA,On Tanks/Ponds/Reservoirs/check dams,Others,NA,NA,NA,Up to 2013-2014,180000,60000,14000,NA,NA,180000,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,6,45,35,20,30,9,8,8,8,Yes,NA,NA,No,6,4.1,2.5,0,0.3,6.9,3.7,2,0,0.1,5.8,No,NA,8,Upto 1/2,Never filled up,1,NA,NA
UTTARAKHAND,ALMORA,DHAULADEVI,PALI,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,10,10,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PITHORGARH,KANALICHINA,RIN,3,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,350000,150000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,4.8,35,31,25,20,8,7,4,4,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,RIN,4,NA,On-drain/canal,Govt. Owned,NA,NA,NA,Up to 2013-2014,340400,145000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,4.8,30,28,15,10,6,6,3,3,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,PAURI,PUNDORI,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,300000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Other,Others,Others,2,15,15,15,0,2,2,2,NA,Yes,NA,NA,No,30,20,20,0,0,40,20,20,0,0,40,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,ANAND PUR,22,NA,On-River,Co-Operative Owned,NA,NA,NA,Up to 2013-2014,32500,12500,1200,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,24,24,20,20,20,20,9,9,Yes,NA,NA,No,10,10,10,0,0,20,10,10,0,0,20,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,HAWALBAG,CHAN,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,0,0,NA,NA,0,0,Temporarily Not in use,1,Any other reason,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,4.2,4.8,0.6,0,9.6,2,2.2,0.2,0,4.4,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,DUNKHOLA,4,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,660000,180000,0,NA,NA,660000,180000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,25,25,15,15,8,7,4,4,Yes,NA,NA,No,12,9.6,8.4,0,2.4,20.4,7,8,0,1.2,16.2,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,KHAMIYA NO. 3,2,NA,Others,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,28500,12500,1250,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,8,20,20,18,20,14,14,10,9,Yes,NA,NA,No,2,2,2,0,1,5,2,2,0,1,5,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,KHAMIYA NO. 2,3,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,2,Others,Male,Up to 2013-2014,32500,15000,1200,Bank loan,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,5,20,21,20,8,7,8,8,7,Yes,NA,NA,No,5,5,5,0,2,12,5,5,0,2,12,No,NA,100,Upto 3/4,Filled up every year,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,JABUKA,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,350000,170000,0,NA,NA,350000,170000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,20,12,10,6,5,2,2,Yes,NA,NA,No,12,9.6,8.4,0,3.6,21.6,4,4.5,0,1,9.5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,DHAUN,1,NA,On-drain/canal,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,180000,0,NA,NA,200000,180000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,10,30,30,30,30,1,1,1,1,Yes,NA,NA,No,14,10,10,0,3,23,10,10,0,3,23,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,ALMORA,TARIKHET,JANTA,4,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,9800000,3500000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,200,60,60,0,0,8,8,NA,NA,Yes,NA,NA,No,70,50,50,0,0,100,30,30,0,0,60,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,DWARIKHAL,NARA,4,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1000000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,4,90,45,45,45,8,4,5,4,Yes,NA,NA,No,15,12,12,0,0,24,8,8,0,0,16,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PITHORGARH,KANALICHINA,MALLISANGARI,2,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,36000,150000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,6,20,18,15,10,4,3,2,2,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0,0,0,0,0,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,TALLI SANGRI,2,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,34400,140000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,6,20,17,12,10,7,4,3,3,Yes,NA,NA,No,12,7,8,0,2,17,6,7,0,1,14,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,BIRONKHAL,SILOLI,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,600000,200000,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca),Others,Others,2,90,90,45,45,8,8,4,4,Yes,NA,NA,No,12,8,8,0,0,16,8,8,0,0,16,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,HAWALBAG,BIMOLA,3,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,40000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,50,40,40,0,0,80,20,20,0,0,40,NA,NA,NA,NA,NA,3,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,ADIGAON FULORIYA,1,NA,On-drain/canal,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Others,Electric,10,0,0,0,0,NA,NA,NA,NA,Yes,NA,NA,No,20,19,19,0,5,43,18,18,0,5,41,Yes,Mechanical break down,NA,NA,NA,2,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,KHEROLI,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,30000,18000,0,NA,NA,30000,18000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,4.8,20,18,15,10,4,3,2,2,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,2,2.2,0,0.3,4.5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,SYALDEY,TAMADHAUN,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,478000,50000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,10,60,60,30,30,8,8,8,8,Yes,NA,NA,No,40,28,28,0,0,56,28,28,0,0,56,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,BHIKIASAIN,UGALIYA ROTELA,1,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NA,NA,NA,During 2016-2017,16800000,3200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,60,90,90,0,0,8,8,NA,NA,Yes,NA,NA,No,60,60,60,0,0,120,27,27,0,0,54,Yes,Any other reason,300,Full,Filled up every year,9,1,1
UTTARAKHAND,PITHORGARH,MUNSIYARI,RUISHPATA,6,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,185000,170000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,6,30,28,18,15,6,5,4,4,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,2,2.2,0,0.3,4.5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,KHANULI,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,158000,0,0,NA,NA,158000,0,In-Use,NA,NA,NA,Surface pipe,Others,Electric,10,30,30,30,30,5,5,5,5,Yes,NA,NA,No,10,8,8,0,0,16,8,8,0,0,16,Yes,Storage not filled up fully,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,BHANDARI GAON RAJWAR,1,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NA,NA,NA,Up to 2013-2014,40000,200000,0,NA,NA,40000,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Electric,10,30,35,20,25,20,16,10,10,Yes,NA,NA,No,24,14,16,0,5,35,12,14,0,3,29,No,NA,15,Upto 1/2,Never filled up,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,BAKHUNDA,2,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,190500,60000,0,NA,NA,190500,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,6,40,45,30,30,20,18,18,20,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,KALJIKHAL,AGRORA,3,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,850000,0,0,NA,NA,0,0,Temporarily Not in use,1,Any other reason,NA,Under ground pipe,Others,Others,5,100,80,0,40,4,4,NA,4,Yes,NA,NA,No,12,9.6,8.4,0,3.6,21.6,9.6,8.4,0,3.6,21.6,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,CHAUKHUTIYA,GARHSARI,2,NA,On-River,Others,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,200000,0,Permanently Not in use,6,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,6,6,0,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,MUNSIYARI,BARA,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,180000,0,NA,NA,200000,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,9,9,5,5,2,2,1,1,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,0.8,1,0,0.2,2,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,MUNAKOT,CHAUKYAL GAON,1,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,6,50,45,0,30,6,5,NA,4,Yes,NA,NA,No,12,5,5,0,2,12,2.5,2.5,0,1,6,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,KALA CHAUNA,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,10,30,30,30,30,5,5,5,5,Yes,NA,NA,No,26,18,18,0,0,36,18,18,0,0,36,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,KANALICHINA,DUNGRI,5,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,65000,140000,0,NA,NA,0,0,Temporarily Not in use,1,Any other reason,NA,Open Water Channel (unlined / Kutcha),Others,Others,6,30,35,20,20,20,20,8,10,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,MUNAKOT,GARGAON,2,NA,On-drain/canal,Govt. Owned,NA,NA,NA,Up to 2013-2014,800000,15000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Others,Others,4,40,35,0,20,10,8,1,5,Yes,NA,NA,No,6,4.3,0.7,0,1,6,4.3,0.6,0,0.9,5.8,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,CHILKYIA,3,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,250000,170000,0,NA,NA,250000,170000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,30,28,20,20,8,8,6,6,Yes,NA,NA,No,12,9.6,8.4,0,3.6,21.6,7,7.5,0,1.5,16,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,JAGTHALI,5,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,400000,170000,0,NA,NA,400000,170000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,20,20,10,10,8,6,5,5,Yes,NA,NA,No,6,4.8,5.6,0,1.2,11.6,2,2.5,0,0.5,5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DWARAHAT,MATELA,5,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,12,11,0,0,23,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,POKHRA,CHIMSLI DANG,3,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1000000,200000,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca),Others,Others,3,90,90,45,45,8,8,4,4,Yes,NA,NA,No,12,8,8,0,0,16,8,8,0,0,16,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,MATKOTA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,32500,12500,1200,NA,NA,0,0,In-Use,NA,NA,NA,Other,Submersible pump,Electric,7.5,24,24,20,20,8,8,10,10,Yes,NA,NA,No,5,5,5,0,0,10,5,5,0,0,10,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,HAWALBAG,KOTULI,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Permanently Not in use,3,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,4.2,4.8,0.6,0,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,HAWALBAG,MAHAT GAON,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Permanently Not in use,5,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,6,4.2,4.8,0.6,0,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DWARAHAT,MAMELA,5,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,14,9,7,0,1,17,9,6.5,0,0.5,16,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,CHITALLI,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha), Manual/animal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,10,10,10,0,5,25,10,10,0,5,25,Yes,Less discharge in the well,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,KHIRSU,CHAUKHAL,2,NA,Others,Others,NA,NA,NA,Up to 2013-2014,60000,0,0,NA,NA,60000,0,In-Use,NA,NA,NA,Other, Centrifugal Pump,Others,5,20,20,2,2,4,4,1,1,Yes,NA,NA,No,1,1,1,0,0,2,1,1,0,0,2,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,DWARIKHAL,MATIYALI TALLI,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1200000,0,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Other,Others,Others,3,90,90,46,45,8,8,6,8,Yes,NA,NA,No,17,9,9,0,0,18,6,7,0,0,13,NA,NA,NA,NA,NA,1,0,0
