state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
UTTARAKHAND,CHAMPAWAT,CHAMPAWAT,Chathkot,3,NA,On-Stream,Others,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (lined / Pucca),Others,Others,6,45,40,30,30,8,6,1,1,Yes,NA,NA,No,12,9,8,2,1,20,6,5,1,1,13,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,CHAMPAWAT,CHAMPAWAT,Ghurchum,6,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,Permanently Not in use,6,NA,Due to salinity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8,7,2,1,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,RAMNAGAR,SAWALDEY PURAB,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,100000,20000,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,55,55,55,55,5,5,5,5,Yes,NA,NA,No,16,10,10,0,4.8,24.8,8,8,0,3.85,19.85,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,RAMNAGAR,KAMDEVPUR,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,80000,20000,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,50,50,50,50,6,6,6,6,Yes,NA,NA,No,25,15,15,0,8.75,38.75,12,12,0,7,31,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,THALISAIN,KHAND TALLA,6,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1050000,0,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca),Others,Others,10,20,25,10,10,8,8,2,2,Yes,NA,NA,No,18,15,15,0,0,30,12,12,0,0,24,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,THALISAIN,KAINYUR,7,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,600000,0,0,NA,NA,0,0,Permanently Not in use,6,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,18,15,15,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,NANITAL,DHARI,SAKDINA,14,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,18000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Others,Others,5,30,30,25,20,10,8,6,4,Yes,NA,NA,No,10,10,10,0,10,30,10,10,0,9.95,29.95,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UTTARKASHI,NOUGAON,SUNARA,7,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,845000,0,0,NA,NA,845000,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,0,0,0,0,0,NA,NA,NA,NA,Yes,NA,NA,No,11.3,11.2,9.6,0,3.5,24.3,11.2,9.6,0,3.5,24.3,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,SALT,BASERI BASNAL,2,NA,Others,Others,NA,NA,NA,During 2017-2018,100000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,10,4,4,4,4,15,15,15,15,Yes,NA,NA,No,14,7,7,0,0,14,6,6,0,0,12,Yes,Storage not filled up fully,NA,NA,NA,1,1,1
UTTARAKHAND,NANITAL,KOTABAGH,MEHRODA,5,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,5,90,100,0,0,12,12,NA,NA,Yes,NA,NA,No,12,12,12,0,0,24,10,5,0,0,15,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,HAWALBAG,PITHONI,2,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Permanently Not in use,4,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,14.5,10.15,11.6,1.45,0,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,KOTABAGH,SAUD,18,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,5,100,120,10,10,12,12,4,4,Yes,NA,NA,No,12,12,12,0,10,34,4,4,0,4,12,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,KOTABAGH,BAGAD MALLA,6,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,100000,NA,NA,100000,50000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,5,90,100,10,10,10,10,5,5,Yes,NA,NA,No,12,12,12,0,0,24,12,12,0,0,24,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,TAKULA,HADOLI,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,550000,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,7,5,5,1,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,TAKULA,SUNARI,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,504000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,15,45,45,15,15,10,10,8,8,Yes,NA,NA,No,12,10,10,2,2,24,10,9,2,2,23,No,NA,NA,NA,NA,3,0,0
UTTARAKHAND,ALMORA,DHAULADEVI,CHOUN DUNGARI,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,12,10,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,BHAISIACHHANA,PATESHAL,3,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,Permanently Not in use,6,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,13.6,8,5,2,0,15,NA,NA,NA,NA,NA,NA,NA,21000,Upto 1/2,Usually filled up,1,NA,NA
UTTARAKHAND,ALMORA,BHAISIACHHANA,BHETA DANGI,3,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,190000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca),Others,Others,5,30,30,10,10,8,8,8,8,Yes,NA,NA,No,8,6,6,0,0,12,5,5,0,0,10,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,CHAMPAWAT,CHAMPAWAT,Raw Kunwar,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,94000,90000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,10,45,35,8,7,8,5,2,1,Yes,NA,NA,No,22,10,10,1,1,22,10,10,1,1,22,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,BHIKIASAIN,KHANOLIYA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,2700000,495000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,10,70,70,0,0,8,8,NA,NA,Yes,NA,NA,No,14,14,14,0,0,28,10,10,0,0,20,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,BHIKIASAIN,SANARA,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,4000000,1300000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,10,106,106,0,0,8,8,NA,NA,Yes,NA,NA,No,20,15,15,0,0,30,15,15,0,0,30,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,CHAMPAWAT,LOHAGHAT,Chauri ,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,5,45,40,30,30,8,6,1,1,Yes,NA,NA,No,12,7,6,2,1,16,7,6,2,1,16,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UTTARKASHI,PUROLA,SWEEL,5,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1400000,0,0,NA,NA,1400000,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,0,0,0,0,0,NA,NA,NA,NA,Yes,NA,NA,No,12,9.6,8.4,0,0,18,9.6,8.4,0,0,18,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UTTARKASHI,NOUGAON,TULANAKA,6,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,6500000,0,0,NA,NA,6500000,0,In-Use,NA,NA,NA,Surface pipe, Centrifugal Pump,Electric,20,60,30,0,20,8,4,NA,3,Yes,NA,NA,No,27,25.5,22.3,0,11.4,59.2,25.5,22.3,0,11.4,59.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,RAMNAGAR,KAMDEVPUR,3,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,70000,10000,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,60,60,60,5,5,5,5,Yes,NA,NA,No,25,15,15,0,8.75,38.75,12,12,0,7,31,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,NAINIDANDA,JUNDALYUN,2,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1700000,0,0,NA,NA,0,0,Permanently Not in use,6,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,24,20,20,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,TAKULA,BACHURARI,6,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,100000,100000,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,4.5,3,3,1,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
UTTARAKHAND,ALMORA,HAWALBAG,RAMANA,11,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Permanently Not in use,4,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12.5,8.75,10,1.25,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,KHIRSU,MUNDOLI,1,NA,Others,Others,NA,NA,NA,Up to 2013-2014,60000,0,0,NA,NA,60000,0,Temporarily Not in use,1,Any other reason,NA,Other,Others,Others,5,20,20,1,1,4,4,1,1,Yes,NA,NA,No,4,4,4,0,2,10,0.5,1,0,1.5,3,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,DHAULADEVI,MAHRA GAON,3,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Temporarily Not in use,2,Breakdown of channels,NA,Open Water Channel (lined / Pucca),Others,Others,2,2,40,0,100,4,4,NA,8,Yes,NA,NA,No,12,8,8,0,0,16,3,3,0,0,6,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,BHAISIACHHANA,DUNGARI,4,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca),Others,Others,10,60,60,60,60,8,8,8,4,Yes,NA,NA,No,12,12,12,0,0,24,10,10,0,0,20,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,SALIKHET,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,95000,0,NA,NA,200000,95000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,4.8,28,24,20,20,13,13,12,12,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,4,5,0,1,10,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,JAIHARIKHAL,LAMRARA,4,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,850000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Other,Others,Others,5,100,80,0,50,4,4,NA,4,Yes,NA,NA,No,12,10,10,0,2.1,22.1,10,10,0,2,22,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PITHORGARH,GANGOLIHAT,SALIKHET SAHU,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,85000,0,NA,NA,200000,85000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,4.8,28,24,20,20,13,13,12,12,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,4,5,0,1,10,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,DHAULADEVI,JIGOLI MAYCHAK,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,16,8,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,DHAULADEVI,JIGOLI MAYCHAK,2,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,DHAULADEVI,DUNGRA,2,NA,On-Stream,Panchayat Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,BHANGA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,32500,12500,1200,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,24,24,20,20,20,18,15,12,Yes,NA,NA,No,40,40,40,0,19,99,40,40,0,19,99,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,BETALGHAT,BARGAL,19,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,100000,20000,NA,NA,0,0,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,10,50,50,50,50,5,5,5,5,Yes,NA,NA,No,5,3,3,0,1.75,7.75,2.5,2.5,0,1.2,6.2,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,BETALGHAT,BARGAL,21,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,180000,20000,NA,NA,150000,180000,In-Use,NA,NA,NA,Surface pipe,Others,Others,5,50,50,50,50,6,6,6,6,Yes,NA,NA,No,12,7,7,0,4.6,18.6,5.5,5.5,0,3.9,14.9,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,UDHAM SINGH NAGAR,RUDRAPUR,KANMAAN,1,NA,On-Stream,Co-Operative Owned,NA,NA,NA,Up to 2013-2014,32500,15000,1250,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,22,22,18,15,12,12,10,10,Yes,NA,NA,No,15,15,15,0,5,35,15,15,0,5,35,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,BERINAAG,SILKOT,1,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,350000,50000,0,NA,NA,350000,50000,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,5,12,11,10,6,5,5,4,3,Yes,NA,NA,No,6,4.8,4.2,0,1.8,10.8,2.5,3,0,1,6.5,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UTTARKASHI,NOUGAON,MURADI,1,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,1940000,0,0,NA,NA,1940000,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,15,120,70,0,50,10,6,NA,3,Yes,NA,NA,No,12,11.4,9.7,0,5.3,26.4,11.4,9.7,0,5.3,26.4,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,PITHORGARH,GANGOLIHAT,GWARI TALLI,2,NA,Others,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,200000,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Others,6.3,21,18,14,9,4,3,2,2,Yes,NA,NA,No,12,7.2,8.4,0,2.4,18,6,7.2,0,1.2,14.4,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,CHAUKHUTIYA,BHATKOTE,1,NA,On-drain/canal,Govt. Owned,NA,NA,NA,Up to 2013-2014,105000,60000,0,NA,NA,105000,60000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,10,30,30,30,30,1,1,1,1,Yes,NA,NA,No,6,4,4,0,2,10,4,4,0,0,8,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,PAURI,THALISAIN,KHAND GAON,2,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,2000000,0,0,NA,NA,0,0,Permanently Not in use,6,NA,Destroyed beyond repair,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,24,20,20,0,0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,NANITAL,DHARI,CHAUSALI,9,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,18000,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Others,Others,5,30,30,25,20,10,8,6,4,Yes,NA,NA,No,12,6,6,0,6.6,18.6,6,6,0,2.8,14.8,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,KOTABAGH,MUSABANGAR,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,50000,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,5,50,50,0,40,8,8,NA,6,Yes,NA,NA,No,20,10,8,0,2,20,10,8,0,2,20,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,UTTARKASHI,NOUGAON,VAGASU,1,NA,Others,Panchayat Owned,NA,NA,NA,Up to 2013-2014,4508900,0,0,NA,NA,4508900,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,0,25,23,21,15,20,15,10,9,Yes,NA,NA,No,8.78,8.78,6.72,0,0,15.5,8.78,6.72,0,0,15.5,Yes,Breakdown of channels,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,BETALGHAT,JAKH,8,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,189000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,3,45,45,45,45,7,7,7,7,Yes,NA,NA,No,13,8,8,0,4.15,20.15,6.5,6.5,0,3.1,16.1,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,TAKULA,GANGOLA,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,550000,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,4,3,3,1,1.5,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,NANITAL,BETALGHAT,LOHALI,1,NA,On-River,Govt. Owned,NA,NA,NA,During 2014-2015,200000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,60,60,60,8,8,8,8,Yes,NA,NA,No,20,13,13,0,5,31,10,10,0,4.8,24.8,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,UDHAM SINGH NAGAR,SITARGANJ,BARUABAGH,3,NA,On-Stream,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,200000,200000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,7.5,35,25,0,0,12,8,NA,NA,Yes,NA,NA,No,30,30,30,0,0,60,30,30,0,0,60,No,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,ALMORA,TAKULA,KALET,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,703000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,25,20,20,5,5,10,10,4,4,Yes,NA,NA,No,10,8,8,2,1,19,7.5,7.5,2,0.5,17.5,No,NA,NA,NA,NA,2,0,0
UTTARAKHAND,PAURI,KOT,JHANJHAD,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,600000,300000,0,NA,NA,600000,300000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,2,20,20,5,5,8,8,2,2,Yes,NA,NA,No,6,6,6,0,2,14,6,6,0,2,14,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,RIKHANIKHAL,MELDHAR,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,1250000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,10,150,90,10,20,8,8,2,1,Yes,NA,NA,No,12,12,10,0,0,22,12,10,0,0,22,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,ALMORA,TAKULA,MAJEHAR MAUF,2,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,872000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Under ground pipe,Submersible pump,Electric,30,30,30,4,4,10,10,7,7,Yes,NA,NA,No,18,15,15,3,6,39,15,14,3,6,38,No,NA,NA,NA,NA,3,0,0
UTTARAKHAND,ALMORA,TAKULA,PAYA,1,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,4453000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Surface pipe,Submersible pump,Electric,25,45,45,15,15,10,10,8,8,Yes,NA,NA,No,19,16,16,3,6,41,16,16,2,4,38,No,NA,NA,NA,NA,3,0,0
UTTARAKHAND,PAURI,DUGADDA,GOLA TALLA,1,NA,Others,Owned by Group of farmers,NA,NA,NA,Up to 2013-2014,45000,0,0,NA,NA,0,0,In-Use,NA,NA,NA,Other,Submersible pump,Electric,10,20,22,18,15,10,12,5,8,Yes,NA,NA,No,3,1.4,1.6,0,0,3,1.4,1.6,0,0,3,No,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PITHORGARH,KANALICHINA,USAL,4,NA,On-drain/canal,Panchayat Owned,NA,NA,NA,Up to 2013-2014,185000,70000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (lined / Pucca),Others,Others,6,30,25,0,10,0,0,0,20,Yes,NA,NA,No,6,3.6,4.2,0,1.2,9,3,3.6,0,0.6,7.2,NA,NA,NA,NA,NA,1,NA,NA
UTTARAKHAND,NANITAL,BETALGHAT,CHHARA,1,NA,On-River,Govt. Owned,NA,NA,NA,During 2014-2015,200000,180000,20000,NA,NA,125000,80000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,10,50,50,50,50,6,6,6,6,Yes,NA,NA,No,20,12.5,12.5,0,6,31,9.5,9.5,0,5.8,24.8,No,NA,NA,NA,NA,2,NA,NA
UTTARAKHAND,ALMORA,DHAULADEVI,DUNGRA,1,NA,On-Stream,Panchayat Owned,NA,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,Permanently Not in use,2,NA,Due to other reasons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,No,12,8,8,0,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,PAURI,PAURI,KUNJETHA,1,NA,On-River,Panchayat Owned,NA,NA,NA,Up to 2013-2014,350000,100000,100000,NA,NA,0,0,Temporarily Not in use,1,Less discharge of water,NA,Other,Others,Others,2,15,15,15,15,15,15,15,15,Yes,NA,NA,No,2,2,2,0,0,4,2,2,0,0,4,NA,NA,NA,NA,NA,1,0,0
UTTARAKHAND,NANITAL,BETALGHAT,BARGAL,20,NA,On-River,Govt. Owned,NA,NA,NA,Up to 2013-2014,200000,160000,20000,NA,NA,75000,100000,In-Use,NA,NA,NA,Open Water Channel (lined / Pucca),Others,Others,3,60,60,60,60,5,5,5,5,Yes,NA,NA,No,8,5,5,0,2.4,12.4,4,4,0,1.95,9.95,No,NA,NA,NA,NA,1,NA,NA
